"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"WK02"	"WK02_01"	"SD01_01"	"SD02_01"	"SD03"	"EX01"	"EX01_07"	"EX02"	"EX02_07"	"EX03"	"EX03_07"	"EX04"	"EX04_07"	"EX05"	"EX05_07"	"EX06"	"EX06_07"	"EX07"	"EX07_07"	"EX08"	"EX08_07"	"EX09"	"EX09_07"	"EX10"	"EX10_07"	"EX11"	"EX11_07"	"EX12"	"EX12_07"	"EX13"	"EX13_07"	"EX14"	"EX14_07"	"EX15"	"EX15_07"	"EX16"	"EX16_07"	"EX17"	"EX17_07"	"EX18"	"EX18_07"	"EX19"	"EX20"	"EX20_07"	"EX21"	"EX21_07"	"EX22"	"EX22_07"	"EX23"	"EX23_07"	"EX24"	"EX25"	"EX26"	"EX26_07"	"EX27"	"EX27_07"	"EX28"	"EX28_07"	"EX29"	"EX29_07"	"EX30"	"EX30_07"	"EX31"	"EX31_07"	"EX32"	"EX32_07"	"EX33"	"EX33_07"	"EX34"	"EX34_07"	"EX35"	"EX35_07"	"EX36"	"EX36_07"	"EX37"	"EX37_07"	"EX38"	"EX38_07"	"EX39"	"EX39_07"	"EX40"	"EX40_07"	"EX41"	"EX41_07"	"EX42"	"EX42_07"	"EX43"	"EX43_07"	"EX44"	"EX44_07"	"EX45"	"EX45_07"	"EX46"	"EX46_07"	"EX47"	"EX47_07"	"EX48"	"EX48_07"	"EX49"	"EX49_07"	"EX50"	"EX50_07"	"EX51"	"EX51_07"	"EX52"	"EX53"	"EX53_07"	"EX54"	"EX54_07"	"EX55"	"EX55_07"	"EX56"	"EX56_07"	"EX57"	"EX57_07"	"EX58"	"EX58_07"	"EX59"	"EX59_07"	"EX60"	"EX60_07"	"EX61"	"EX61_07"	"EX62"	"EX63"	"EX63_07"	"EX64"	"EX65"	"EX65_07"	"EX66"	"EX67"	"EX67_07"	"EX68"	"EX68_07"	"EX69"	"EX69_07"	"EX70"	"KO01"	"KO01_07"	"KO02"	"KO02_07"	"KO03"	"KO03_07"	"KO04"	"KO04_07"	"KO05"	"KO05_07"	"KO06"	"KO06_07"	"KO07"	"KO07_07"	"KO08"	"KO09"	"KO10"	"KO10_07"	"KO11"	"KO12"	"KO13"	"KO13_07"	"KO14"	"KO14_07"	"KO15"	"ZF01_CP"	"ZF01x01"	"ZF01x02"	"ZF01x03"	"ZF01x04"	"ZF01x05"	"ZF01x06"	"ZF01x07"	"ZF01x08"	"ZF01x09"	"ZF01x10"	"ZF01x11"	"ZF01x12"	"ZF01x13"	"ZF01x14"	"ZF01x15"	"ZF01x16"	"ZF01x17"	"ZF01x18"	"ZF01x19"	"ZF01x20"	"ZF01x21"	"ZF01x22"	"ZF01x23"	"ZF01x24"	"ZF01x25"	"ZF01x26"	"ZF01x27"	"ZF01x28"	"ZF01x29"	"ZF01x30"	"ZF01x31"	"ZF01x32"	"ZF01x33"	"ZF01x34"	"ZF01x35"	"ZF01x36"	"ZF01x37"	"ZF01x38"	"ZF01x39"	"ZF01x40"	"ZF01x41"	"ZF01x42"	"ZF01x43"	"ZF01x44"	"ZF01x45"	"ZF01x46"	"ZF01x47"	"ZF01x48"	"ZF01x49"	"ZF01x50"	"ZF01x51"	"ZF01x52"	"ZF01x53"	"ZF01x54"	"ZF01x55"	"ZF01x56"	"ZF01x57"	"ZF01x58"	"ZF01x59"	"ZF01x60"	"ZF01x61"	"ZF01x62"	"ZF01x63"	"ZF01x64"	"ZF01x65"	"ZF01x66"	"ZF01x67"	"ZF01x68"	"ZF01x69"	"ZF01x70"	"ZF01x71"	"ZF01x72"	"ZF01x73"	"ZF01x74"	"ZF01x75"	"ZF01x76"	"ZF01x77"	"ZF01x78"	"ZF01x79"	"ZF01x80"	"ZF01x81"	"ZF01x82"	"ZF01x83"	"ZF01x84"	"ZF01x85"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME018"	"TIME019"	"TIME020"	"TIME021"	"TIME022"	"TIME023"	"TIME024"	"TIME025"	"TIME026"	"TIME027"	"TIME028"	"TIME029"	"TIME030"	"TIME031"	"TIME032"	"TIME033"	"TIME034"	"TIME035"	"TIME036"	"TIME037"	"TIME038"	"TIME039"	"TIME040"	"TIME041"	"TIME042"	"TIME043"	"TIME044"	"TIME045"	"TIME046"	"TIME047"	"TIME048"	"TIME049"	"TIME050"	"TIME051"	"TIME052"	"TIME053"	"TIME054"	"TIME055"	"TIME056"	"TIME057"	"TIME058"	"TIME059"	"TIME060"	"TIME061"	"TIME062"	"TIME063"	"TIME064"	"TIME065"	"TIME066"	"TIME067"	"TIME068"	"TIME069"	"TIME070"	"TIME071"	"TIME072"	"TIME073"	"TIME074"	"TIME075"	"TIME076"	"TIME077"	"TIME078"	"TIME079"	"TIME080"	"TIME081"	"TIME082"	"TIME083"	"TIME084"	"TIME085"	"TIME086"	"TIME087"	"TIME088"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
172			"base"	"interview"	2021-02-23 13:51:18	1	T	"38"	"Deutsch"	2	4		4		4		4		1		2		4		4		1		4		1		4		4		4		1		4		4		4		2	2		4		1		1		1	1	4		7	"Idee"	4		4		4		2		1		3		4		6		2		3		2		4		4		4		1		4		7	"Chaos"	4		4		2		2		1		4		1		2	1		1		1		1		3		1		6		1		1		1	2		1	4		2	1		4		4		1	6		3		7	"Geruch"	2		1		1		5		4	6	7	"Geschmack"	5	6	2		7	"Geschmack"	3	125	59	10	14	48	74	55	80	68	11	32	77	35	46	70	21	51	45	39	27	28	67	71	78	12	76	5	1	22	13	4	26	84	7	60	17	64	83	37	58	23	56	41	6	33	18	50	72	81	85	61	2	52	3	54	15	49	8	25	63	57	29	65	24	82	66	31	53	40	69	44	36	30	75	42	73	34	38	20	62	47	43	16	9	19	79	6	10	2	2	3	4	3	2	2	2	2	5	4	4	8	4	1	6	2	2	3	2	5	4	5	4	3	2	9	7	5	3	4	4	10	2	5	4	4	4	2	5	3	3	5	9	5	12	2	12	2	2	2	3	3	2	5	2	2	5	13	4	3	4	4	3	6	3	3	6	2	4	4	3	7	3	3	3	4	2	3	13	3	4	3	12	3	2	368		2021-02-23 13:57:35	T	F	88	88	0	0	1.29	19
173			"base"	"interview"	2021-02-23 14:22:24	1	T	"36"	"Deutsch"	2	3		1		1		3		1		1		4		4		4		4		1		4		2		1		1		4		2		4		3	2		4		1		1		4	1	1		3		4		4		2		1		1		4		2		4		1		4		6		4		4		6		5		2		5		4		6		4		3		3		3		4		1	1		3		3		2		4		3		1		1		3		1	4		4	1		1	2		4		2		1	1		4		4		2		3		3		5		4	4	4		5	4	4		4		4	127	76	17	62	12	55	15	59	68	4	16	63	85	67	49	75	29	61	58	53	1	80	44	42	38	74	18	34	23	33	71	9	11	72	56	35	65	13	26	30	8	21	20	31	45	43	64	50	22	7	46	19	52	5	3	36	79	51	24	27	6	54	83	70	41	40	37	2	32	69	66	48	77	73	10	82	81	78	47	60	25	28	39	14	57	84	8	14	3	2	3	2	2	1	2	4	4	5	7	4	3	3	6	6	7	4	2	3	5	5	4	4	3	5	5	4	3	3	3	4	3	2	3	4	2	2	2	3	3	11	5	4	4	4	3	2	2	3	4	2	4	2	6	3	2	9	8	5	4	6	1	3	2	3	4	3	3	2	6	7	5	2	3	7	6	5	2	3	4	3	1	2	5	4	346		2021-02-23 14:28:10	T	F	88	88	0	0	1.38	25
174			"base"	"interview"	2021-02-23 14:22:25	1	T	"27"	"deutsch "	2	1		1		4		1		3		1		4		4		1		4		4		4		1		4		1		4		1		3		2	2		2		3		1		1	1	1		2		2		2		2		4		1		4		4		3		7	"Keine Ahnung "	4		3		4		2		2		1		4		4		7	"Keine Ahnung "	1		2		7	"Keine Ahnung "	1		7	"Keine Ahnung "	4		5	7	"Keine Ahnung "	1		1		1		4		2		1		7	"Puff"	1		3	2		1	2		2	1		4		1		1	6		3		4		2		1		1		6		4	6	4		6	4	2		6		6	126	83	34	35	17	50	47	19	32	65	18	60	74	45	26	39	33	48	40	37	11	54	53	9	63	28	77	12	81	16	82	57	43	55	52	49	10	7	36	59	62	58	75	67	25	4	13	85	64	8	73	31	22	76	21	72	61	24	44	38	69	30	14	56	84	68	3	15	46	2	42	70	29	20	66	1	27	79	71	80	51	6	78	23	41	5	3	9	6	5	6	8	3	3	5	30	6	4	10	3	4	11	2	3	3	1	3	8	5	4	5	2	2	5	20	4	5	3	6	5	7	13	11	10	5	33	5	3	3	2	3	4	8	3	13	10	3	20	5	89	11	3	3	3	11	4	2	11	3	5	4	25	6	7	2	3	2	3	2	7	9	7	4	4	7	10	3	3	9	5	12	11	6	8	418		2021-02-23 14:33:32	T	F	88	88	0	0	1.01	14
175			"base"	"interview"	2021-02-24 00:27:46	0	F	"63"	"deutsch"	2	4		4		4		4		1		4		4		4		4		4		1		4		4		4		7	"Es will Jemand wahrgenommen werden."	4		2		3		5	2		4		1		1		2	1	1		2		2		4		2		2		1		3		4		3		4		3		2		4		2		1		4		1		3		7	"…"	4		2		7	"Nichts"	1		2		1		1	1		1		1		4		1		7	"Textausschnitt"	7	"Nichts"	1		1		1	2		1	2		1	1		4		2		1	6		5		7	"Geruch"	2		1		1		3		4	3	7	"Geschmack"	5	4	2		7	"Geschmack"	3	128	4	36	15	69	29	5	82	70	14	60	66	67	42	12	24	39	8	44	78	76	10	3	65	59	19	40	25	6	7	38	13	51	37	9	45	68	18	2	55	58	16	64	50	56	49	83	72	63	43	53	23	57	75	62	46	17	71	77	47	22	30	32	54	26	61	84	20	73	85	80	31	52	27	28	21	33	34	48	74	1	81	41	79	11	35	114	33	6	8	6	19	16	7	3	4	5	4	3	10	6	9	48	11	7	5	10	5	4	12	2	8	4	8	5	7	46	6	6	5	6	13	7	15	10	11	16	13	9	6	9	19	32	5	6	13	3	8	5	8	4	5	6	11	3	39	12	3	3	4	5	4	17	10	3	12	9	8	4	6	12	4	3	9	5	6	4	19	4	6	2	23	11	15	559		2021-02-24 00:43:45	T	F	88	88	0	0	0.66	2
177			"base"	"interview"	2021-02-24 13:03:54	1	T	"33"	"Deutsch"	1	4		4		4		4		1		4		4		4		4		4		1		4		4		4		7	"eine Begrüßung"	4		4		4		2	2		4		1		1		1	1	1		4		2		4		2		1		1		3		5		3		1		3		2		4		2		4		4		1		6		4		4		2		2		1		4		1		1	1		1		1		1		1		2		1		1		1		1	2		1	2		2	1		4		4		1	6		3		4		2		1		1		5		4	5	4		5	4	2		4		3	129	59	14	65	34	11	37	3	79	16	29	72	35	60	31	81	2	56	32	12	85	6	33	45	47	75	74	71	69	5	55	18	7	1	23	57	51	76	42	25	73	52	80	50	10	70	27	84	61	8	78	24	19	43	20	26	39	58	64	67	40	46	82	63	77	4	21	54	38	17	28	44	36	83	15	68	30	62	48	53	13	66	22	41	9	49	104	10	8	5	6	2	8	4	3	8	3	3	4	6	3	32	57	7	5	6	4	6	6	9	4	3	6	5	7	6	8	7	4	5	27	15	11	5	21	6	4	4	8	11	7	10	18	4	16	13	7	24	6	4	13	4	4	5	16	10	15	10	4	4	4	6	9	10	2	5	9	4	5	4	6	5	5	58	5	2	8	7	8	3	3	7	6	7	520		2021-02-24 13:18:12	T	F	88	88	0	0	0.75	4
179			"base"	"interview"	2021-02-24 13:21:20	1	T	"33"	"deutsch"	1	4		4		4		4		1		4		4		4		4		4		1		4		4		4		1		4		4		4		2	2		4		1		1		1	1	1		4		2		4		2		1		1		3		3		3		1		3		2		4		2		1		4		1		3		4		4		2		1		1		3		1		2	2		1		1		1		1		2		1		1		1		1	2		1	1		1	1		4		4		1	5		3		4		2		1		6		5		4	3	4		5	4	2		4		3	132	47	36	16	72	50	59	69	7	82	14	56	27	75	60	10	20	9	42	30	79	43	24	46	62	11	70	28	64	21	40	53	68	34	49	58	12	6	33	23	61	44	1	66	35	51	57	13	63	31	22	25	83	81	8	15	38	37	85	5	76	17	84	45	71	54	48	29	4	39	65	32	80	67	3	74	26	52	18	73	78	55	77	19	2	41	880	13	6	5	6	7	16	5	5	6	7	8	8	10	11	11	8	8	13	6	12	10	10	8	8	10	11	5	8	8	13	8	14	9	8	9	14	9	10	10	8	7	10	6	14	10	25	10	60	8	7	19	18	9	8	8	8	6	2	18	9	6	8	6	7	15	9	9	6	5	8	8	7	5	6	5	6	5	7	5	11	7	14	9	7	8	6		608		2021-02-24 13:49:38	F	F	43	87	0	0	0.55	1
181			"base"	"interview"	2021-02-24 13:25:55	1	T	"37"	"Deutsch"	2	3		7	"Ausruf des Überraschung"	2		4		1		5		1		4		3		6		1		4		4		4		1		7	"Geräusch bei ekel"	1		1		6	4		3		5		1		1	1	1		1		4		2		2		4		1		7	"Zeug"	6		6		3		1		5		2		3		3		4		4		4		4		4		2		1		1		4		1		6	4		1		1		1		7	"Hunger"	1		4		1		7	"Ente"	1	5		3	1		1	4		6		2		1	2		3		4		2		1		3		6		4	2	7	"Geschmack"	2	4	2		4		6	130	7	60	78	43	48	35	83	16	11	72	73	77	54	61	51	8	62	33	2	47	24	66	69	75	74	57	80	46	15	18	50	25	82	42	31	26	17	41	39	5	14	4	28	68	32	13	59	81	76	3	55	1	30	49	40	12	19	53	70	67	84	22	44	27	10	63	52	45	65	64	71	37	34	58	36	56	29	9	85	21	6	38	20	23	79	6	25	1	16	1	12	6	1	33	13	1	1	3	1	2	4	4	19	2	3	1	1	1	2	1	4	4	2	1	1	1	2	4	2	7	1	6	1	1	2	2	2	2	4	7	1	1	3	14	7	2	19	24	1	1	3	1	1	6	4	1	13	6	4	1	0	2	4	1	1	3	1	1	4	9	3	2	1	6	6	1	11	1	2	8	1	19	2	279		2021-02-24 13:32:54	T	F	88	88	0	0	1.83	78
182			"base"	"interview"	2021-02-24 13:30:16	1	T	"35"	"Deutsch"	1	1		1		1		4		1		4		1		1		4		4		1		4		2		4		2		4		1		4		3	2		2		2		1		1	1	1		4		1		4		2		2		1		6		4		7	"Bewegung"	1		2		2		4		2		2		3		2		4		4		4		2		1		1		3		2		4	1		1		6		1		1		2		1		1		3		1	2		1	1		1	1		2		1		1	6		7	"Farbe"	4		2		1		1		7	"Jemand verhält sich schleimig"	4	6	5		5	4	2		4		3	131	77	51	4	69	46	7	26	13	68	32	72	67	37	23	55	6	78	53	54	29	15	56	18	1	62	25	22	19	65	12	59	10	41	70	58	47	20	49	16	81	76	39	60	63	84	42	43	82	73	11	40	35	21	71	45	33	48	38	8	5	74	75	2	27	9	64	24	79	61	34	31	30	83	52	3	28	57	85	50	80	66	36	14	44	17	11	14	3	3	2	11	3	6	12	4	4	4	8	4	25	5	4	4	3	3	5	4	5	6	4	1	3	6	10	3	14	3	3	8	6	7	21	5	4	5	2	2	8	4	6	3	7	8	13	6	3	4	13	7	17	5	7	4	3	5	3	2	9	5	4	3	7	5	9	5	8	3	6	18	4	2	3	6	48	6	4	6	3	4	3	6	4	7	435		2021-02-24 13:39:52	T	F	88	88	0	0	0.97	10
183			"base"	"interview"	2021-02-24 13:38:32	1	T	"24"	"Deutsch "	2	4		4		4		4		1		4		4		4		4		4		1		4		4		4		2		4		4		4		2	2		4		2		1		1	1	1		4		2		4		2		1		1		3		3		3		1		4		2		4		2		1		4		1		3		3		4		2		2		1		1		1		2	1		1		1		2		1		1		2		3		1		1	2		1	1		2	1		4		1		1	3		3		7	"Geruch "	2		1		1		5		4	5	7	"Geschmack "	5	4	2		7	"Geschmack "	3	133	42	45	51	71	30	20	83	24	54	78	25	72	39	6	56	81	80	62	49	59	35	84	10	18	66	79	41	14	76	3	77	27	12	70	7	21	57	47	29	23	36	31	17	69	26	63	43	52	85	82	19	60	1	68	44	38	2	53	15	34	74	32	28	8	40	50	64	9	65	33	55	37	46	5	58	61	16	67	13	11	75	73	22	48	4	19	11	5	8	7	2	9	5	5	3	3	5	3	6	3	2	4	8	2	3	3	13	3	8	2	4	4	4	2	4	6	10	3	4	5	13	6	9	6	4	5	25	7	22	4	5	6	4	7	9	7	16	4	6	6	2	3	9	4	5	6	4	9	3	4	2	6	5	3	2	6	2	2	4	23	5	4	5	7	4	4	17	4	3	5	14	4	8	482		2021-02-24 13:47:41	T	F	88	88	0	0	0.96	8
184			"base"	"interview"	2021-02-24 13:48:19	1	T	"28"	"Deutsch"	1	4		4		1		4		1		4		1		1		4		4		1		4		4		4		2		4		4		4		3	2		4		1		1		1	1	1		4		2		4		2		2		1		3		4		3		1		3		2		4		2		2		4		2		3		3		4		2		1		1		7	"Chaos"	1		2	1		1		1		1		1		1		2		1		1		1	2		1	2		1	1		4		4		1	6		3		7	"Geruch"	2		1		1		5		4	3	7	"Geschmack"	5	4	2		7	"Geschmack"	3	134	33	22	69	28	14	80	7	13	67	51	50	10	42	2	71	64	57	77	39	45	82	36	43	55	34	19	70	47	21	15	26	29	40	20	27	84	12	24	58	4	6	11	76	65	59	78	37	31	72	38	49	44	46	74	17	35	81	1	52	68	60	25	9	5	16	48	23	41	18	61	30	53	3	73	79	8	32	63	85	75	83	54	66	56	62	6	9	4	4	5	3	5	3	7	3	3	3	3	5	8	8	3	4	4	3	5	4	5	7	2	4	2	5	4	15	4	3	5	3	11	6	3	4	7	3	4	3	7	4	5	4	55	4	4	6	7	17	3	2	2	2	3	2	2	3	4	2	8	2	2	3	5	2	6	3	11	2	4	3	18	3	3	4	7	3	3	12	2	4	3	10	2	2	396		2021-02-24 13:56:06	T	F	88	88	0	0	1.15	13
185			"base"	"interview"	2021-02-24 13:49:56	1	T	"28"	"Deutsch "	1	3		4		4		4		1		4		4		4		4		1		2		4		4		4		1		1		3		4		2	2		1		1		2		6	1	1		4		2		4		2		2		1		6		4		5		6		3		4		4		2		3		4		1		3		1		4		2		6		1		2		2		1	1		1		1		1		1		2		1		3		4		1	2		2	1		3	1		4		2		1	6		3		4		2		1		1		4		4	5	3		5	4	2		6		3	135	9	22	66	25	79	7	15	82	18	69	23	53	83	27	5	58	84	11	44	41	33	26	16	60	21	54	63	62	59	78	73	10	17	1	35	81	47	19	20	80	28	76	42	36	77	45	56	48	14	43	32	64	4	3	34	85	31	38	51	46	2	61	50	30	8	70	68	12	57	55	40	71	39	24	6	29	52	74	49	13	67	72	65	37	75	6	10	7	8	8	3	3	8	6	6	29	9	3	4	7	2	5	5	6	5	6	3	3	16	7	10	6	2	6	5	4	4	4	2	11	7	61	10	6	10	3	4	7	5	6	9	5	8	3	8	2	9	8	2	21	4	3	2	1	6	4	7	9	3	3	3	5	16	3	8	9	4	3	4	4	5	3	6	2	2	10	8	8	7	2	11	4	1	461		2021-02-24 13:59:49	T	F	88	88	0	0	0.99	11
187			"base"	"interview"	2021-02-24 22:45:42	0	F	"4"	"georgisch"	3	1		1		6		5		7	"tsch"	7	"Tonleiter"	6		2		5		7	"applaus"	7	"Plitsch"	2		7	"Post"	3		1		2		6		3		5	7	"pfusch"	1		2		4		4	4	2		5		6		4		7	"ruck"	1		6		5		7	"Kuddeldatteldu"	7	"platschquatsch"	2		1		7	"Fliegen"	4		1		2		6		4		7	"Strickmuster"	6		5		4		1		5		6		6		1	2		1		5		1		4		5		3		1		4		6	7	"Hauruck"	3	3		6	7	"Bier"	3		7	"ui"	6	7	"Rotieren"	5		2		1		5		1		7	"Pilz"	5	2	4		1	4	7	"krauchen"	2		3	136	55	72	12	15	84	63	76	36	4	42	54	1	70	40	9	58	38	81	47	11	50	25	66	21	39	8	3	79	73	32	24	45	41	78	68	71	27	6	29	14	52	34	5	23	17	48	83	22	51	13	59	82	2	74	67	49	28	43	60	53	26	30	10	77	33	46	56	18	80	61	16	37	69	65	57	20	35	75	19	85	64	31	62	7	44	14	31	1	0	1	0	12	25	1	1	1	9	11	1	9	0	1	1	1	1	1	17	1	1	2	1	1	0	2	1	2	6	1	1	1	13	16	2	0	12	0	1	0	0	0	9	1	1	1	1	3	3	1	1	1	1	8	1	1	1	2	1	1	1	16	1	1	1	6	1	9	1	28	2	0	1	4	2	6	1	1	0	2	1	11	1	0		214		2021-02-24 22:51:22	F	F	46	87	0	0	2.28	157
188			"base"	"interview"	2021-02-24 22:53:07	0	F	"5"	"mahalba"	3																																																																																																																																																														137	29	19	15	3	72	63	64	30	84	36	60	42	9	78	62	69	43	6	23	85	81	22	58	65	67	79	41	44	37	1	80	61	7	46	75	49	40	21	12	59	71	35	32	83	66	57	55	70	45	39	54	53	10	11	25	14	76	8	18	56	38	47	2	52	31	34	28	68	73	5	13	26	77	51	16	50	33	27	82	48	20	17	4	74	24	8	18																																																																																							26		2021-02-24 22:53:33	F	F	2	2	0	0	0.99	9
190			"base"	"interview"	2021-02-25 04:32:34	1	T																																																																																																																																																																	138	8	77	5	35	17	75	58	57	64	27	79	65	66	20	80	30	70	12	61	47	67	13	29	85	15	43	14	74	24	4	52	41	59	23	46	69	34	49	33	3	53	56	11	18	31	10	9	81	40	55	42	6	39	7	71	44	28	2	38	37	48	16	76	83	62	19	21	63	72	36	60	50	82	54	25	22	1	68	45	32	51	26	73	84	78	12																																																																																								12		2021-02-25 04:32:47	F	F	1	1	0	0	0.92	0
